CVE,DESCRIP
Y753,"Instrumentos quirúrgicos, dispositivos y materiales neurológicos asociados con incidentes adversos"
Y758,"Dispositivos diversos neurológicos, no clasificados en otra parte  asociados con incidentes adversos"
Y760,Dispositivos ginecológicos y obstétricos de diagnóstico y monitoreo asociados con incidentes adversos
Y761,Dispositivos ginecológicos y obstétricos terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y762,"Dispositivos ginecológicos y obstétricos protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y763,"Instrumentos quirúrgicos, dispositivos y materiales ginecológicos y obstétricos asociados con incidentes adversos"
Y768,"Dispositivos diversos ginecológicos y obstétricos, no clasificados en otra parte asociados con incidentes adversos"
Y770,Dispositivos oftálmicos de diagnóstico y monitoreo asociados con incidentes adversos
Y771,Dispositivos oftálmicos terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y772,"Dispositivos oftálmicos protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y773,"Instrumentos quirúrgicos, dispositivos y materiales oftálmicos asociados con incidentes adversos"
Y778,"Dispositivos diversos oftálmicos, no clasificados en otra parte asociados con incidentes adversos"
Y780,Dispositivos radiológicos de diagnóstico y monitoreo asociados con incidentes adversos
Y781,Dispositivos radiológicos terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y782,"Dispositivos radiológicos protésicos y otros implantes, materiales y accesorios  asociados con incidentes adversos"
Y783,"Instrumentos quirúrgicos, dispositivos y materiales radiológicos asociados con incidentes adversos"
Y788,"Dispositivos diversos radiológicos, no clasificados en otra parte asociados con incidentes adversos"
Y790,Dispositivos ortopédicos de diagnóstico y monitoreo asociados con incidentes adversos
Y791,Dispositivos ortopédicos terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y792,"Dispositivos ortopédicos protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y793,"Instrumentos quirúrgicos, dispositivos y materiales ortopédicos asociados con incidentes adversos"
Y798,"Dispositivos diversos ortopédicos, no clasificados en otra parte asociados con incidentes adversos"
Y800,Dispositivos de medicina física de diagnóstico y monitoreo asociados con incidentes adversos
Y801,Dispositivos de medicina física terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y802,"Dispositivos de medicina física protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y803,"Instrumentos quirúrgicos, dispositivos y materiales de medicina física asociados con incidentes adversos"
Y808,"Dispositivos diversos de medicina física, no clasificados en otra parte asociados con incidentes adversos"
Y810,Dispositivos de cirugía general y plástica de diagnóstico y monitoreo asociados con incidentes adversos
Y811,Dispositivos de cirugía general y plástica terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y812,"Dispositivos de cirugía general y plástica protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y813,"Instrumentos quirúrgicos, dispositivos y materiales de cirugía general y plástica asociados con incidentes adversos"
Y818,"Dispositivos diversos de cirugía general y plástica, no clasificados en otra parte asociados con incidentes adversos"
Y820,"Otros dispositivos médicos, y los no especificados de diagnóstico y monitoreo asociados con incidentes adversos"
Y821,"Otros dispositivos médicos, y los no especificados terapéuticos (no quirúrgicos) y de rehabilitación  asociados con incidentes adversos"
Y822,"Otros dispositivos médicos, y los no especificados protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y823,"Otros instrumentos quirúrgicos, dispositivos y materiales médicos, y los no especificados, asociados con incidentes adversos"
Y828,"Otros dispositivos médicos diversos, y los no especificados no clasificados en otra parte asociados con incidentes adversos"
Y830,"Operación quirúrgica con trasplante de un órgano completo como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y831,"Operación quirúrgica con implante de un dispositivo artificial interno como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y832,"Operación quirúrgica con anastomosis, derivación o injerto como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y833,"Operación quirúrgica con formación de estoma externo como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y834,"Otra cirugía reconstructiva como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y835,"Amputación de miembro(s) como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y836,"Remoción de otro órgano (parcial) (total) como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y838,"Otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y839,"Procedimiento quirúrgico no especificado como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y840,"Cateterización cardíaca como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y841,"Diálisis renal como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y842,"Procedimiento radiológico y radioterapia como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y843,"Terapia por choque como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y844,"Aspiración de líquidos como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y845,"Inserción de sonda gástrica o duodenal como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y846,"Cateterización urinaria como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y847,"Muestra de sangre como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y848,"Otros procedimientos médicos como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y849,"Procedimiento médico no especificado como la causa de reacción anormal del paciente o de complicacion posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y850,Secuelas de accidente de vehículo de motor
Y859,"Secuelas de otros accidentes de transporte, y los no especificados"
Y86X,Secuelas de otros accidentes
Y870,Secuelas de lesiones autoinfligidas
Y871,Secuelas de agresiones
Y872,Secuelas de eventos de intención no determinada
Y880,"Secuelas de efectos adversos causados por drogas, medicamentos y sustancias biológicas en su uso terapéutico"
Y881,Secuelas de incidentes ocurridos al paciente durante procedimientos médicos y quirúrgicos
Y882,Secuelas de incidentes adversos asociados con dispositivos médicos en diagnóstico y uso terapéutico
Y883,"Secuelas de procedimientos médicos y quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento"
Y890,Secuelas de intervención legal
Y891,Secuelas de operaciones de guerra
Y899,Secuelas de causa externa no especificada
Y900,Nivel de alcohol en la sangre menor de 20 mg/100 ml
Y901,Nivel de alcohol en la sangre de 20 a 39 mg/100 ml
Y902,Nivel de alcohol en la sangre de 40 a 59 mg/100 ml
Y903,Nivel de alcohol en la sangre de 60 a 79 mg/100 ml
Y904,Nivel de alcohol en la sangre de 80 a 99 mg/100 ml
Y905,Nivel de alcohol en la sangre de 100 a 119 mg/100 ml
Y906,Nivel de alcohol en la sangre de 120 a 199 mg/100 ml
Y907,Nivel de alcohol en la sangre de 200 a 239 mg/100 ml
Y908,Nivel de alcohol en la sangre de 240 mg/100 ml o más
Y909,"Presencia de alcohol en la sangre, nivel no especificado"
Y910,Intoxicación alcohólica leve
Y911,Intoxicación alcohólica moderada
Y912,Intoxicación alcohólica severa
Y913,Intoxicación alcohólica muy severa
Y919,"Alcoholismo, nivel de intoxicación no especificado"
Y95X,Afección nosocomial
Y96X,Afección relacionada con el trabajo
Y97X,Afección relacionada con la contaminación ambiental
Y98X,Afección relacionada con el estilo de vida
